year_month,year,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,remaining_years,remaining_months,remaining_whole,resale_price
2023-03,2023,3,PUNGGOL,4 ROOM,224C,SUMANG LANE,01 TO 03,93,Model A,2018,94 years 09 months,94,9,94.75,530000
2023-03,2023,3,PUNGGOL,4 ROOM,232C,SUMANG LANE,16 TO 18,93,Model A,2018,94 years 08 months,94,8,94.66666667,580000
2023-03,2023,3,PUNGGOL,4 ROOM,224A,SUMANG LANE,07 TO 09,93,Model A,2018,94 years 09 months,94,9,94.75,578888
2023-03,2023,3,PUNGGOL,4 ROOM,224C,SUMANG LANE,16 TO 18,93,Model A,2018,94 years 10 months,94,10,94.83333333,598000
2023-03,2023,3,PUNGGOL,4 ROOM,224A,SUMANG LANE,10 TO 12,93,Model A,2018,94 years 09 months,94,9,94.75,590000
2023-03,2023,3,PUNGGOL,4 ROOM,232C,SUMANG LANE,07 TO 09,93,Model A,2018,94 years 08 months,94,8,94.66666667,548000
2023-03,2023,3,PUNGGOL,4 ROOM,224A,SUMANG LANE,16 TO 18,93,Model A,2018,94 years 09 months,94,9,94.75,560000
2023-03,2023,3,PUNGGOL,4 ROOM,232A,SUMANG LANE,16 TO 18,93,Model A,2018,94 years 08 months,94,8,94.66666667,580000
2023-03,2023,3,PUNGGOL,4 ROOM,233C,SUMANG LANE,13 TO 15,93,Model A,2018,94 years 08 months,94,8,94.66666667,565000
2023-03,2023,3,PUNGGOL,4 ROOM,313A,SUMANG LINK,10 TO 12,92,Model A,2015,91 years 04 months,91,4,91.33333333,602000
2023-03,2023,3,PUNGGOL,4 ROOM,322B,SUMANG WALK,19 TO 21,93,Premium Apartment,2019,95 years,95,0,95,700000
2023-03,2023,3,PUNGGOL,4 ROOM,217B,SUMANG WALK,01 TO 03,92,Model A,2017,93 years 06 months,93,6,93.5,530000
2023-03,2023,3,PUNGGOL,5 ROOM,662D,EDGEDALE PLAINS,04 TO 06,112,Premium Apartment,2017,93 years 02 months,93,2,93.16666667,695000
2023-03,2023,3,PUNGGOL,5 ROOM,684A,EDGEDALE PLAINS,10 TO 12,113,Premium Apartment,2018,94 years 05 months,94,5,94.41666667,775000
2023-03,2023,3,PUNGGOL,5 ROOM,683C,EDGEDALE PLAINS,04 TO 06,113,Premium Apartment,2018,94 years 05 months,94,5,94.41666667,740000
2023-03,2023,3,PUNGGOL,5 ROOM,682A,EDGEDALE PLAINS,07 TO 09,113,Premium Apartment,2018,94 years 05 months,94,5,94.41666667,762000
2023-03,2023,3,PUNGGOL,5 ROOM,677C,PUNGGOL DR,10 TO 12,113,Premium Apartment,2016,92 years 06 months,92,6,92.5,835000
2023-03,2023,3,PUNGGOL,5 ROOM,665B,PUNGGOL DR,13 TO 15,113,Premium Apartment,2016,91 years 11 months,91,11,91.91666667,772000
2023-03,2023,3,PUNGGOL,5 ROOM,658A,PUNGGOL EAST,07 TO 09,113,Improved,2018,94 years 09 months,94,9,94.75,750000
2023-03,2023,3,PUNGGOL,5 ROOM,658C,PUNGGOL EAST,16 TO 18,113,Improved,2018,94 years 08 months,94,8,94.66666667,750000
2023-03,2023,3,PUNGGOL,5 ROOM,213A,PUNGGOL WALK,01 TO 03,113,Improved,2015,91 years 01 month,91,1,91.08333333,625000
2023-03,2023,3,PUNGGOL,5 ROOM,314B,PUNGGOL WAY,04 TO 06,113,Premium Apartment,2017,93 years 06 months,93,6,93.5,730000
2023-03,2023,3,PUNGGOL,5 ROOM,232A,SUMANG LANE,10 TO 12,113,Improved,2018,94 years 09 months,94,9,94.75,690000
2023-03,2023,3,PUNGGOL,5 ROOM,233C,SUMANG LANE,16 TO 18,113,Improved,2018,94 years 09 months,94,9,94.75,710000
2023-03,2023,3,PUNGGOL,5 ROOM,231B,SUMANG LANE,16 TO 18,113,Improved,2018,94 years 08 months,94,8,94.66666667,730000
2023-03,2023,3,PUNGGOL,5 ROOM,231B,SUMANG LANE,07 TO 09,113,Improved,2018,94 years 08 months,94,8,94.66666667,680000
2023-03,2023,3,PUNGGOL,5 ROOM,313B,SUMANG LINK,10 TO 12,112,Improved,2015,91 years 03 months,91,3,91.25,818000
2023-03,2023,3,PUNGGOL,5 ROOM,217C,SUMANG WALK,04 TO 06,112,Improved,2017,93 years 05 months,93,5,93.41666667,651000
2023-03,2023,3,PUNGGOL,5 ROOM,322A,SUMANG WALK,07 TO 09,121,Premium Apartment,2019,95 years,95,0,95,888000
2023-03,2023,3,PUNGGOL,5 ROOM,217D,SUMANG WALK,07 TO 09,112,Improved,2017,93 years 05 months,93,5,93.41666667,708888
2023-03,2023,3,PUNGGOL,5 ROOM,217B,SUMANG WALK,16 TO 18,112,Improved,2017,93 years 04 months,93,4,93.33333333,733000
2023-03,2023,3,PUNGGOL,5 ROOM,322C,SUMANG WALK,04 TO 06,116,Premium Apartment,2019,95 years,95,0,95,828000
2023-03,2023,3,PUNGGOL,5 ROOM,217C,SUMANG WALK,13 TO 15,112,Improved,2017,93 years 04 months,93,4,93.33333333,703888
2023-03,2023,3,QUEENSTOWN,3 ROOM,50,C'WEALTH DR,04 TO 06,63,Model A,2015,91 years,91,0,91,540000
2023-03,2023,3,QUEENSTOWN,3 ROOM,92,DAWSON RD,25 TO 27,65,Premium Apartment,2016,92 years 01 month,92,1,92.08333333,721000
2023-03,2023,3,QUEENSTOWN,3 ROOM,33,GHIM MOH LINK,22 TO 24,68,Model A,2018,94 years 04 months,94,4,94.33333333,685000
2023-03,2023,3,QUEENSTOWN,3 ROOM,32,GHIM MOH LINK,37 TO 39,68,Model A,2018,94 years 04 months,94,4,94.33333333,710088
2023-03,2023,3,QUEENSTOWN,4 ROOM,52,C'WEALTH DR,10 TO 12,88,Model A,2015,91 years,91,0,91,830000
2023-03,2023,3,QUEENSTOWN,4 ROOM,50,C'WEALTH DR,22 TO 24,96,Model A,2015,90 years 11 months,90,11,90.91666667,938000
2023-03,2023,3,QUEENSTOWN,4 ROOM,51,C'WEALTH DR,10 TO 12,88,Model A,2015,90 years 11 months,90,11,90.91666667,860000
2023-03,2023,3,QUEENSTOWN,4 ROOM,92,DAWSON RD,31 TO 33,87,Premium Apartment,2016,92 years 02 months,92,2,92.16666667,915000
2023-03,2023,3,QUEENSTOWN,4 ROOM,92,DAWSON RD,40 TO 42,95,Premium Apartment Loft,2016,92 years 01 month,92,1,92.08333333,1130000
2023-03,2023,3,QUEENSTOWN,4 ROOM,90,DAWSON RD,16 TO 18,83,Premium Apartment,2016,92 years 01 month,92,1,92.08333333,900000
2023-03,2023,3,QUEENSTOWN,4 ROOM,87,DAWSON RD,16 TO 18,83,Premium Apartment,2016,92 years 05 months,92,5,92.41666667,905000
2023-03,2023,3,QUEENSTOWN,4 ROOM,30,GHIM MOH LINK,13 TO 15,93,Model A,2018,94 years 04 months,94,4,94.33333333,886000
2023-03,2023,3,QUEENSTOWN,4 ROOM,30,GHIM MOH LINK,31 TO 33,93,Model A,2018,94 years 04 months,94,4,94.33333333,950000
2023-03,2023,3,QUEENSTOWN,4 ROOM,29,GHIM MOH LINK,22 TO 24,93,Model A,2018,94 years 04 months,94,4,94.33333333,940000
2023-03,2023,3,QUEENSTOWN,4 ROOM,29,GHIM MOH LINK,31 TO 33,93,Model A,2018,94 years 04 months,94,4,94.33333333,930000
2023-03,2023,3,QUEENSTOWN,4 ROOM,32,GHIM MOH LINK,13 TO 15,93,Model A,2018,94 years 03 months,94,3,94.25,990000
2023-03,2023,3,QUEENSTOWN,4 ROOM,29,GHIM MOH LINK,34 TO 36,93,Model A,2018,94 years 03 months,94,3,94.25,952000
2023-03,2023,3,QUEENSTOWN,4 ROOM,30,GHIM MOH LINK,31 TO 33,93,Model A,2018,94 years 03 months,94,3,94.25,918000
2023-03,2023,3,QUEENSTOWN,4 ROOM,29,GHIM MOH LINK,31 TO 33,93,Model A,2018,94 years 03 months,94,3,94.25,970000
2023-03,2023,3,QUEENSTOWN,4 ROOM,30,GHIM MOH LINK,07 TO 09,93,Model A,2018,94 years 03 months,94,3,94.25,910000
2023-03,2023,3,QUEENSTOWN,4 ROOM,30,GHIM MOH LINK,28 TO 30,93,Model A,2018,94 years 03 months,94,3,94.25,950000
2023-03,2023,3,QUEENSTOWN,5 ROOM,90,DAWSON RD,07 TO 09,99,Premium Apartment,2016,92 years 01 month,92,1,92.08333333,978000
2023-03,2023,3,SEMBAWANG,2 ROOM,130B,CANBERRA CRES,04 TO 06,38,Model A,2018,94 years 08 months,94,8,94.66666667,300000
2023-03,2023,3,SEMBAWANG,2 ROOM,130A,CANBERRA CRES,01 TO 03,38,Model A,2018,94 years 07 months,94,7,94.58333333,300000
2023-03,2023,3,SEMBAWANG,2 ROOM,128B,CANBERRA ST,04 TO 06,47,Model A,2018,94 years 08 months,94,8,94.66666667,333000
2023-03,2023,3,SEMBAWANG,2 ROOM,104B,CANBERRA ST,13 TO 15,47,Model A,2018,94 years 05 months,94,5,94.41666667,345000
2023-03,2023,3,SEMBAWANG,2 ROOM,104B,CANBERRA ST,04 TO 06,47,Model A,2018,94 years 05 months,94,5,94.41666667,315000
2023-03,2023,3,SEMBAWANG,2 ROOM,128B,CANBERRA ST,01 TO 03,47,Model A,2018,94 years 07 months,94,7,94.58333333,310000
2023-03,2023,3,SEMBAWANG,2 ROOM,115B,CANBERRA WALK,04 TO 06,47,Model A,2018,94 years 05 months,94,5,94.41666667,350000
2023-03,2023,3,SEMBAWANG,2 ROOM,115A,CANBERRA WALK,04 TO 06,47,Model A,2018,94 years 05 months,94,5,94.41666667,310000
2023-03,2023,3,SEMBAWANG,2 ROOM,365A,SEMBAWANG CRES,07 TO 09,48,Model A,2019,95 years 01 month,95,1,95.08333333,355000
2023-03,2023,3,SEMBAWANG,2 ROOM,463A,SEMBAWANG DR,16 TO 18,46,Model A,2015,91 years 02 months,91,2,91.16666667,310000
2023-03,2023,3,SEMBAWANG,3 ROOM,129B,CANBERRA ST,01 TO 03,68,Model A,2018,94 years 07 months,94,7,94.58333333,420000
2023-03,2023,3,SEMBAWANG,3 ROOM,128B,CANBERRA ST,10 TO 12,68,Model A,2018,94 years 07 months,94,7,94.58333333,460000
2023-03,2023,3,SEMBAWANG,3 ROOM,115D,CANBERRA WALK,01 TO 03,68,Model A,2018,94 years 05 months,94,5,94.41666667,415000
2023-03,2023,3,SEMBAWANG,3 ROOM,115A,CANBERRA WALK,04 TO 06,68,Model A,2018,94 years 04 months,94,4,94.33333333,430000
2023-03,2023,3,SEMBAWANG,4 ROOM,119B,CANBERRA CRES,01 TO 03,93,Model A,2018,94 years,94,0,94,551000
2023-03,2023,3,SEMBAWANG,4 ROOM,120B,CANBERRA CRES,04 TO 06,93,Model A,2018,94 years,94,0,94,585000
2023-03,2023,3,SEMBAWANG,4 ROOM,120D,CANBERRA CRES,04 TO 06,93,Model A,2018,94 years,94,0,94,570000
2023-03,2023,3,SEMBAWANG,4 ROOM,130A,CANBERRA CRES,01 TO 03,93,Model A,2018,94 years 08 months,94,8,94.66666667,590000
2023-03,2023,3,SEMBAWANG,4 ROOM,119A,CANBERRA CRES,04 TO 06,93,Model A,2018,94 years,94,0,94,608888
2023-03,2023,3,SEMBAWANG,4 ROOM,119A,CANBERRA CRES,01 TO 03,93,Model A,2018,93 years 11 months,93,11,93.91666667,530000
2023-03,2023,3,SEMBAWANG,4 ROOM,104C,CANBERRA ST,04 TO 06,93,Model A,2018,94 years 05 months,94,5,94.41666667,520000
2023-03,2023,3,SEMBAWANG,4 ROOM,107B,CANBERRA ST,10 TO 12,93,Model A,2018,94 years 05 months,94,5,94.41666667,595000
2023-03,2023,3,SEMBAWANG,4 ROOM,129A,CANBERRA ST,04 TO 06,93,Model A,2018,94 years 07 months,94,7,94.58333333,560000
2023-03,2023,3,SEMBAWANG,4 ROOM,121B,CANBERRA ST,01 TO 03,93,Model A,2018,93 years 10 months,93,10,93.83333333,528000
2023-03,2023,3,SEMBAWANG,4 ROOM,121C,CANBERRA ST,04 TO 06,93,Model A,2018,93 years 10 months,93,10,93.83333333,570000
2023-03,2023,3,SEMBAWANG,4 ROOM,104D,CANBERRA ST,07 TO 09,93,Model A,2018,94 years 04 months,94,4,94.33333333,568000
2023-03,2023,3,SEMBAWANG,4 ROOM,107B,CANBERRA ST,13 TO 15,93,Model A,2018,94 years 04 months,94,4,94.33333333,622888
2023-03,2023,3,SEMBAWANG,4 ROOM,115C,CANBERRA WALK,07 TO 09,93,Model A,2018,94 years 05 months,94,5,94.41666667,605000
2023-03,2023,3,SEMBAWANG,4 ROOM,108C,CANBERRA WALK,07 TO 09,93,Model A,2018,94 years 03 months,94,3,94.25,600000
2023-03,2023,3,SEMBAWANG,4 ROOM,108B,CANBERRA WALK,07 TO 09,93,Model A,2018,94 years 02 months,94,2,94.16666667,590000
2023-03,2023,3,SEMBAWANG,4 ROOM,108C,CANBERRA WALK,07 TO 09,93,Model A,2018,94 years 02 months,94,2,94.16666667,603500
2023-03,2023,3,SEMBAWANG,4 ROOM,590B,MONTREAL LINK,13 TO 15,93,Model A,2015,91 years 02 months,91,2,91.16666667,520000
2023-03,2023,3,SEMBAWANG,4 ROOM,592B,MONTREAL LINK,07 TO 09,93,Model A,2015,91 years 02 months,91,2,91.16666667,518888
2023-03,2023,3,SEMBAWANG,4 ROOM,592C,MONTREAL LINK,01 TO 03,93,Model A,2015,91 years 01 month,91,1,91.08333333,490000
2023-03,2023,3,SEMBAWANG,4 ROOM,593A,MONTREAL LINK,04 TO 06,93,Model A,2015,91 years 01 month,91,1,91.08333333,508000
2023-03,2023,3,SEMBAWANG,4 ROOM,463C,SEMBAWANG DR,07 TO 09,92,Model A,2015,91 years 02 months,91,2,91.16666667,510000
2023-03,2023,3,SEMBAWANG,5 ROOM,119B,CANBERRA CRES,01 TO 03,113,Improved,2018,93 years 11 months,93,11,93.91666667,695000
2023-03,2023,3,SEMBAWANG,5 ROOM,120C,CANBERRA CRES,13 TO 15,113,Improved,2018,94 years,94,0,94,720888
2023-03,2023,3,SEMBAWANG,5 ROOM,128C,CANBERRA ST,10 TO 12,113,Improved,2018,94 years 08 months,94,8,94.66666667,707000
2023-03,2023,3,SEMBAWANG,5 ROOM,121A,CANBERRA ST,10 TO 12,113,Improved,2018,93 years 10 months,93,10,93.83333333,710000
2023-03,2023,3,SEMBAWANG,5 ROOM,128C,CANBERRA ST,13 TO 15,113,Improved,2018,94 years 07 months,94,7,94.58333333,735000
2023-03,2023,3,SEMBAWANG,5 ROOM,108A,CANBERRA WALK,10 TO 12,113,Improved,2018,94 years 03 months,94,3,94.25,708000
2023-03,2023,3,SENGKANG,2 ROOM,418B,FERNVALE LINK,19 TO 21,47,Model A,2018,94 years 04 months,94,4,94.33333333,386888
2023-03,2023,3,SENGKANG,3 ROOM,334B,ANCHORVALE CRES,10 TO 12,67,Premium Apartment,2015,91 years 09 months,91,9,91.75,450000
2023-03,2023,3,SENGKANG,3 ROOM,334A,ANCHORVALE CRES,13 TO 15,67,Premium Apartment,2015,91 years 09 months,91,9,91.75,478888
2023-03,2023,3,SENGKANG,3 ROOM,180A,RIVERVALE CRES,04 TO 06,67,Model A,2015,91 years,91,0,91,420000
2023-03,2023,3,SENGKANG,4 ROOM,334A,ANCHORVALE CRES,04 TO 06,92,Premium Apartment,2015,91 years 09 months,91,9,91.75,560000
2023-03,2023,3,SENGKANG,4 ROOM,333A,ANCHORVALE LINK,13 TO 15,92,Model A,2015,91 years 03 months,91,3,91.25,620000
2023-03,2023,3,SENGKANG,4 ROOM,332C,ANCHORVALE LINK,13 TO 15,92,Model A,2015,91 years 03 months,91,3,91.25,600000
2023-03,2023,3,SENGKANG,4 ROOM,326A,ANCHORVALE RD,13 TO 15,92,Premium Apartment,2015,91 years 02 months,91,2,91.16666667,595000
2023-03,2023,3,SENGKANG,4 ROOM,327C,ANCHORVALE RD,13 TO 15,92,Premium Apartment,2015,91 years 01 month,91,1,91.08333333,610000
2023-03,2023,3,SENGKANG,4 ROOM,278B,COMPASSVALE BOW,04 TO 06,92,Model A,2017,93 years 09 months,93,9,93.75,665000
2023-03,2023,3,SENGKANG,4 ROOM,274A,COMPASSVALE BOW,07 TO 09,92,Model A,2017,93 years 08 months,93,8,93.66666667,698000
2023-03,2023,3,SENGKANG,4 ROOM,287B,COMPASSVALE CRES,01 TO 03,93,Premium Apartment,2017,93 years 09 months,93,9,93.75,565000
2023-03,2023,3,SENGKANG,4 ROOM,293C,COMPASSVALE CRES,04 TO 06,93,Model A,2016,92 years 09 months,92,9,92.75,573000
2023-03,2023,3,SENGKANG,4 ROOM,216B,COMPASSVALE DR,13 TO 15,92,Premium Apartment,2017,93 years 03 months,93,3,93.25,695000
2023-03,2023,3,SENGKANG,4 ROOM,217C,COMPASSVALE DR,16 TO 18,92,Premium Apartment,2017,93 years 02 months,93,2,93.16666667,750088
2023-03,2023,3,SENGKANG,4 ROOM,418C,FERNVALE LINK,19 TO 21,94,Model A,2018,94 years 05 months,94,5,94.41666667,645000
2023-03,2023,3,SENGKANG,4 ROOM,440B,FERNVALE LINK,07 TO 09,92,Model A,2015,91 years 04 months,91,4,91.33333333,540000
2023-03,2023,3,SENGKANG,4 ROOM,418B,FERNVALE LINK,10 TO 12,94,Model A,2018,94 years 04 months,94,4,94.33333333,620000
2023-03,2023,3,SENGKANG,4 ROOM,418C,FERNVALE LINK,07 TO 09,94,Model A,2018,94 years 04 months,94,4,94.33333333,620000
2023-03,2023,3,SENGKANG,4 ROOM,453C,FERNVALE RD,07 TO 09,92,Model A,2015,91 years 04 months,91,4,91.33333333,525000
2023-03,2023,3,SENGKANG,4 ROOM,472A,FERNVALE ST,19 TO 21,93,Model A,2016,92 years 07 months,92,7,92.58333333,590000
2023-03,2023,3,SENGKANG,4 ROOM,178A,RIVERVALE CRES,10 TO 12,93,Model A,2015,91 years 01 month,91,1,91.08333333,508000
2023-03,2023,3,SENGKANG,4 ROOM,178B,RIVERVALE CRES,04 TO 06,93,Model A,2015,91 years 02 months,91,2,91.16666667,485000
2023-03,2023,3,SENGKANG,4 ROOM,178C,RIVERVALE CRES,10 TO 12,93,Model A,2015,91 years,91,0,91,538000
2023-03,2023,3,SENGKANG,4 ROOM,282A,SENGKANG EAST AVE,10 TO 12,92,Premium Apartment,2015,91 years 05 months,91,5,91.41666667,720000
2023-03,2023,3,SENGKANG,4 ROOM,279B,SENGKANG EAST AVE,10 TO 12,92,Premium Apartment,2015,91 years 05 months,91,5,91.41666667,728000
2023-03,2023,3,SENGKANG,4 ROOM,469B,SENGKANG WEST WAY,25 TO 27,93,Model A,2016,92 years 06 months,92,6,92.5,586888
2023-03,2023,3,SENGKANG,4 ROOM,452B,SENGKANG WEST WAY,22 TO 24,92,Model A,2015,91 years 02 months,91,2,91.16666667,560888
2023-03,2023,3,SENGKANG,4 ROOM,469B,SENGKANG WEST WAY,07 TO 09,93,Model A,2016,92 years 05 months,92,5,92.41666667,508888
2023-03,2023,3,SENGKANG,4 ROOM,450A,SENGKANG WEST WAY,19 TO 21,92,Model A,2014,90 years 04 months,90,4,90.33333333,598000
2023-03,2023,3,SENGKANG,5 ROOM,338D,ANCHORVALE CRES,01 TO 03,113,Improved,2018,94 years 03 months,94,3,94.25,750000
2023-03,2023,3,SENGKANG,5 ROOM,335A,ANCHORVALE CRES,10 TO 12,115,Premium Apartment,2015,91 years 09 months,91,9,91.75,795000
2023-03,2023,3,SENGKANG,5 ROOM,326C,ANCHORVALE RD,13 TO 15,112,Premium Apartment,2015,91 years 01 month,91,1,91.08333333,740000
2023-03,2023,3,SENGKANG,5 ROOM,329B,ANCHORVALE ST,04 TO 06,112,Improved,2015,91 years 06 months,91,6,91.5,661888
2023-03,2023,3,SENGKANG,5 ROOM,329B,ANCHORVALE ST,04 TO 06,112,Improved,2015,91 years 05 months,91,5,91.41666667,713000
2023-03,2023,3,SENGKANG,5 ROOM,330A,ANCHORVALE ST,07 TO 09,112,Improved,2015,91 years 05 months,91,5,91.41666667,710000
2023-03,2023,3,SENGKANG,5 ROOM,278A,COMPASSVALE BOW,10 TO 12,113,Improved,2017,93 years 08 months,93,8,93.66666667,810057
2023-03,2023,3,SENGKANG,5 ROOM,278A,COMPASSVALE BOW,04 TO 06,112,Improved,2017,93 years 08 months,93,8,93.66666667,740000
2023-03,2023,3,SENGKANG,5 ROOM,293D,COMPASSVALE CRES,04 TO 06,113,Improved,2016,92 years 09 months,92,9,92.75,690000
2023-03,2023,3,SENGKANG,5 ROOM,288A,COMPASSVALE CRES,07 TO 09,113,Premium Apartment,2017,93 years 09 months,93,9,93.75,718000
2023-03,2023,3,SENGKANG,5 ROOM,293C,COMPASSVALE CRES,13 TO 15,113,Improved,2016,92 years 09 months,92,9,92.75,745000
2023-03,2023,3,SENGKANG,5 ROOM,288B,COMPASSVALE CRES,07 TO 09,113,Premium Apartment,2017,93 years 08 months,93,8,93.66666667,710000
2023-03,2023,3,SENGKANG,5 ROOM,287C,COMPASSVALE CRES,07 TO 09,113,Premium Apartment,2017,93 years 08 months,93,8,93.66666667,715000
2023-03,2023,3,SENGKANG,5 ROOM,287C,COMPASSVALE CRES,13 TO 15,116,Premium Apartment,2017,93 years 08 months,93,8,93.66666667,752000
2023-03,2023,3,SENGKANG,5 ROOM,216C,COMPASSVALE DR,13 TO 15,112,Premium Apartment,2017,93 years 03 months,93,3,93.25,870000
2023-03,2023,3,SENGKANG,5 ROOM,217C,COMPASSVALE DR,10 TO 12,112,Premium Apartment,2017,93 years 02 months,93,2,93.16666667,896000
2023-03,2023,3,SENGKANG,5 ROOM,217C,COMPASSVALE DR,13 TO 15,112,Premium Apartment,2017,93 years 02 months,93,2,93.16666667,905000
2023-03,2023,3,SENGKANG,5 ROOM,440B,FERNVALE LINK,10 TO 12,113,Improved,2015,91 years 05 months,91,5,91.41666667,688888
2023-03,2023,3,SENGKANG,5 ROOM,471A,FERNVALE ST,07 TO 09,113,Improved,2016,92 years 06 months,92,6,92.5,653000
2023-03,2023,3,SENGKANG,5 ROOM,162B,RIVERVALE CRES,04 TO 06,113,Improved,2017,93 years 03 months,93,3,93.25,618000
2023-03,2023,3,SENGKANG,5 ROOM,163B,RIVERVALE CRES,10 TO 12,113,Improved,2017,93 years 03 months,93,3,93.25,658000
2023-03,2023,3,SENGKANG,5 ROOM,280A,SENGKANG EAST AVE,13 TO 15,112,Premium Apartment,2015,91 years 05 months,91,5,91.41666667,872000
2023-03,2023,3,SENGKANG,5 ROOM,469A,SENGKANG WEST WAY,19 TO 21,113,Improved,2016,92 years 07 months,92,7,92.58333333,700000
2023-03,2023,3,SENGKANG,5 ROOM,452A,SENGKANG WEST WAY,01 TO 03,111,Improved,2015,91 years 02 months,91,2,91.16666667,580000
2023-03,2023,3,SENGKANG,5 ROOM,469B,SENGKANG WEST WAY,01 TO 03,113,Improved,2016,92 years 05 months,92,5,92.41666667,600000
2023-03,2023,3,SENGKANG,5 ROOM,451A,SENGKANG WEST WAY,16 TO 18,111,Improved,2015,91 years 02 months,91,2,91.16666667,668000
2023-03,2023,3,TAMPINES,2 ROOM,499A,TAMPINES AVE 9,10 TO 12,46,Model A,2014,90 years,90,0,90,348000
2023-03,2023,3,TAMPINES,3 ROOM,890C,TAMPINES AVE 1,10 TO 12,69,Model A,2015,91 years 06 months,91,6,91.5,520000
2023-03,2023,3,TAMPINES,3 ROOM,523B,TAMPINES CTRL 7,10 TO 12,67,Model A,2015,91 years 06 months,91,6,91.5,530000
2023-03,2023,3,TAMPINES,3 ROOM,522A,TAMPINES CTRL 7,13 TO 15,67,Model A,2015,91 years 05 months,91,5,91.41666667,530000
2023-03,2023,3,TAMPINES,3 ROOM,494D,TAMPINES ST 43,10 TO 12,68,Model A,2015,91 years 08 months,91,8,91.66666667,458000
2023-03,2023,3,TAMPINES,3 ROOM,492G,TAMPINES ST 45,04 TO 06,67,Model A,2018,94 years 09 months,94,9,94.75,452000
2023-03,2023,3,TAMPINES,3 ROOM,494G,TAMPINES ST 45,01 TO 03,67,Model A,2018,94 years 08 months,94,8,94.66666667,460000
2023-03,2023,3,TAMPINES,3 ROOM,492G,TAMPINES ST 45,01 TO 03,67,Model A,2018,94 years 08 months,94,8,94.66666667,435000
2023-03,2023,3,TAMPINES,3 ROOM,492G,TAMPINES ST 45,07 TO 09,67,Model A,2018,94 years 08 months,94,8,94.66666667,480000
2023-03,2023,3,TAMPINES,4 ROOM,524A,TAMPINES CTRL 7,07 TO 09,93,Model A,2015,91 years 05 months,91,5,91.41666667,718000
2023-03,2023,3,TAMPINES,4 ROOM,522B,TAMPINES CTRL 7,16 TO 18,93,Model A,2015,91 years 05 months,91,5,91.41666667,725000
2023-03,2023,3,TAMPINES,4 ROOM,520A,TAMPINES CTRL 8,10 TO 12,84,DBSS,2014,90 years 03 months,90,3,90.25,738000
2023-03,2023,3,TAMPINES,4 ROOM,494G,TAMPINES ST 45,10 TO 12,92,Model A,2018,94 years 09 months,94,9,94.75,620000
2023-03,2023,3,TAMPINES,4 ROOM,494H,TAMPINES ST 45,07 TO 09,93,Model A,2018,94 years 09 months,94,9,94.75,628000
2023-03,2023,3,TAMPINES,4 ROOM,494H,TAMPINES ST 45,07 TO 09,93,Model A,2018,94 years 09 months,94,9,94.75,638000
2023-03,2023,3,TAMPINES,4 ROOM,494H,TAMPINES ST 45,07 TO 09,92,Model A,2018,94 years 09 months,94,9,94.75,640000
2023-03,2023,3,TAMPINES,4 ROOM,494H,TAMPINES ST 45,07 TO 09,93,Model A,2018,94 years 08 months,94,8,94.66666667,635000
2023-03,2023,3,TAMPINES,4 ROOM,492G,TAMPINES ST 45,01 TO 03,92,Model A,2018,94 years 08 months,94,8,94.66666667,617000
2023-03,2023,3,TAMPINES,4 ROOM,492G,TAMPINES ST 45,04 TO 06,92,Model A,2018,94 years 08 months,94,8,94.66666667,600000
2023-03,2023,3,TAMPINES,4 ROOM,494G,TAMPINES ST 45,07 TO 09,92,Model A,2018,94 years 08 months,94,8,94.66666667,642888
2023-03,2023,3,TAMPINES,4 ROOM,494J,TAMPINES ST 45,07 TO 09,92,Model A,2018,94 years 08 months,94,8,94.66666667,645000
2023-03,2023,3,TAMPINES,4 ROOM,494H,TAMPINES ST 45,10 TO 12,92,Model A,2018,94 years 08 months,94,8,94.66666667,655000
2023-03,2023,3,TAMPINES,4 ROOM,494J,TAMPINES ST 45,10 TO 12,92,Model A,2018,94 years 08 months,94,8,94.66666667,670000
2023-03,2023,3,TAMPINES,4 ROOM,494H,TAMPINES ST 45,07 TO 09,93,Model A,2018,94 years 08 months,94,8,94.66666667,670000
2023-03,2023,3,TAMPINES,5 ROOM,519D,TAMPINES CTRL 8,01 TO 03,108,DBSS,2014,90 years 03 months,90,3,90.25,808000
2023-03,2023,3,TAMPINES,5 ROOM,494J,TAMPINES ST 45,10 TO 12,113,Improved,2018,94 years 09 months,94,9,94.75,748000
2023-03,2023,3,TAMPINES,5 ROOM,494H,TAMPINES ST 45,10 TO 12,113,Improved,2018,94 years 08 months,94,8,94.66666667,800000
2023-03,2023,3,TAMPINES,5 ROOM,494H,TAMPINES ST 45,01 TO 03,113,Improved,2018,94 years 08 months,94,8,94.66666667,740888
2023-03,2023,3,TAMPINES,5 ROOM,870A,TAMPINES ST 86,16 TO 18,114,Improved,2017,92 years 11 months,92,11,92.91666667,845000
2023-03,2023,3,TOA PAYOH,3 ROOM,130A,LOR 1 TOA PAYOH,10 TO 12,68,Model A,2018,94 years 06 months,94,6,94.5,650000
2023-03,2023,3,TOA PAYOH,3 ROOM,130B,LOR 1 TOA PAYOH,40 TO 42,68,Model A,2018,94 years 05 months,94,5,94.41666667,743800
