transaction_date,year_transacted,month_transacted,town,is_mature,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,remaining_years,remaining_months,remaining_whole,resale_price
2022-10,2022,10,YISHUN,N,4 ROOM,316B,YISHUN AVE 9,07 TO 09,92,Model A,2015,92 years 01 month,92,1,92.08,520000
2022-10,2022,10,YISHUN,N,4 ROOM,318C,YISHUN AVE 9,13 TO 15,92,Model A,2015,92 years 01 month,92,1,92.08,560000
2022-10,2022,10,YISHUN,N,4 ROOM,677B,YISHUN RING RD,10 TO 12,93,Model A,2018,95 years 01 month,95,1,95.08,600000
2022-10,2022,10,YISHUN,N,4 ROOM,334B,YISHUN ST 31,10 TO 12,92,Model A,2015,92 years 02 months,92,2,92.17,525000
2022-10,2022,10,YISHUN,N,4 ROOM,511B,YISHUN ST 51,13 TO 15,93,Model A,2017,93 years 11 months,93,11,93.92,555000
2022-10,2022,10,YISHUN,N,4 ROOM,512A,YISHUN ST 51,01 TO 03,93,Model A,2017,93 years 11 months,93,11,93.92,500000
2022-10,2022,10,YISHUN,N,4 ROOM,502C,YISHUN ST 51,07 TO 09,92,Model A,2018,94 years 04 months,94,4,94.33,555000
2022-10,2022,10,YISHUN,N,4 ROOM,511A,YISHUN ST 51,01 TO 03,93,Model A,2017,93 years 11 months,93,11,93.92,470000
2022-10,2022,10,YISHUN,N,4 ROOM,504A,YISHUN ST 51,01 TO 03,93,Model A,2016,92 years 06 months,92,6,92.5,456000
2022-10,2022,10,YISHUN,N,4 ROOM,511A,YISHUN ST 51,13 TO 15,93,Model A,2017,93 years 11 months,93,11,93.92,555000
2022-10,2022,10,YISHUN,N,5 ROOM,426C,YISHUN AVE 11,10 TO 12,112,Improved,2015,91 years 06 months,91,6,91.5,620000
2022-10,2022,10,YISHUN,N,5 ROOM,506A,YISHUN AVE 4,07 TO 09,113,Improved,2018,94 years 07 months,94,7,94.58,690000
2022-10,2022,10,YISHUN,N,5 ROOM,673A,YISHUN AVE 4,04 TO 06,112,Improved,2018,95 years 02 months,95,2,95.17,633000
2022-10,2022,10,YISHUN,N,5 ROOM,318B,YISHUN AVE 9,04 TO 06,112,Improved,2015,92 years 01 month,92,1,92.08,640888
2022-10,2022,10,YISHUN,N,5 ROOM,342C,YISHUN RING RD,10 TO 12,117,Premium Apartment,2016,92 years 04 months,92,4,92.33,705000
2022-10,2022,10,YISHUN,N,5 ROOM,676C,YISHUN RING RD,10 TO 12,113,Improved,2018,95 years 01 month,95,1,95.08,670000
2022-10,2022,10,YISHUN,N,5 ROOM,677B,YISHUN RING RD,04 TO 06,113,Improved,2018,95 years 01 month,95,1,95.08,685000
2022-10,2022,10,YISHUN,N,5 ROOM,502B,YISHUN ST 51,13 TO 15,112,Improved,2018,94 years 04 months,94,4,94.33,725000
2022-10,2022,10,YISHUN,N,5 ROOM,512C,YISHUN ST 51,04 TO 06,113,Improved,2017,93 years 11 months,93,11,93.92,625000
2022-11,2022,11,ANG MO KIO,Y,3 ROOM,455C,ANG MO KIO ST 44,16 TO 18,68,Model A,2018,94 years 05 months,94,5,94.42,613888
2022-11,2022,11,ANG MO KIO,Y,3 ROOM,590A,ANG MO KIO ST 51,16 TO 18,68,Model A,2019,95 years 04 months,95,4,95.33,650000
2022-11,2022,11,ANG MO KIO,Y,3 ROOM,590A,ANG MO KIO ST 51,25 TO 27,68,Model A,2019,95 years 04 months,95,4,95.33,710000
2022-11,2022,11,ANG MO KIO,Y,4 ROOM,455A,ANG MO KIO ST 44,34 TO 36,93,Model A,2018,94 years 05 months,94,5,94.42,940000
2022-11,2022,11,ANG MO KIO,Y,4 ROOM,455C,ANG MO KIO ST 44,28 TO 30,93,Model A,2018,94 years 05 months,94,5,94.42,902000
2022-11,2022,11,ANG MO KIO,Y,5 ROOM,455B,ANG MO KIO ST 44,13 TO 15,113,Improved,2018,94 years 05 months,94,5,94.42,980000
2022-11,2022,11,ANG MO KIO,Y,5 ROOM,455B,ANG MO KIO ST 44,28 TO 30,113,Improved,2018,94 years 05 months,94,5,94.42,1115000
2022-11,2022,11,BEDOK,Y,3 ROOM,748C,BEDOK RESERVOIR CRES,04 TO 06,66,DBSS,2014,90 years 11 months,90,11,90.92,568888
2022-11,2022,11,BEDOK,Y,3 ROOM,748B,BEDOK RESERVOIR CRES,10 TO 12,67,DBSS,2014,90 years 11 months,90,11,90.92,532000
2022-11,2022,11,BEDOK,Y,3 ROOM,748C,BEDOK RESERVOIR CRES,04 TO 06,66,DBSS,2014,90 years 11 months,90,11,90.92,570000
2022-11,2022,11,BEDOK,Y,3 ROOM,807B,CHAI CHEE RD,10 TO 12,68,Model A,2016,93 years 01 month,93,1,93.08,530000
2022-11,2022,11,BEDOK,Y,4 ROOM,748B,BEDOK RESERVOIR CRES,07 TO 09,87,DBSS,2014,90 years 11 months,90,11,90.92,781000
2022-11,2022,11,BEDOK,Y,4 ROOM,748A,BEDOK RESERVOIR CRES,10 TO 12,87,DBSS,2014,90 years 11 months,90,11,90.92,770000
2022-11,2022,11,BEDOK,Y,4 ROOM,807C,CHAI CHEE RD,01 TO 03,93,Model A,2016,93 years 02 months,93,2,93.17,620000
2022-11,2022,11,BEDOK,Y,4 ROOM,808B,CHAI CHEE RD,07 TO 09,93,Model A,2016,93 years 01 month,93,1,93.08,690000
2022-11,2022,11,BEDOK,Y,4 ROOM,807C,CHAI CHEE RD,01 TO 03,93,Model A,2016,93 years 01 month,93,1,93.08,655000
2022-11,2022,11,BEDOK,Y,4 ROOM,807A,CHAI CHEE RD,13 TO 15,93,Model A,2016,93 years 01 month,93,1,93.08,708000
2022-11,2022,11,BUKIT BATOK,N,2 ROOM,292A,BT BATOK EAST AVE 6,07 TO 09,47,Model A,2019,95 years 03 months,95,3,95.25,338000
2022-11,2022,11,BUKIT BATOK,N,2 ROOM,450A,BT BATOK WEST AVE 6,10 TO 12,47,Model A,2019,95 years 05 months,95,5,95.42,328000
2022-11,2022,11,BUKIT BATOK,N,3 ROOM,293D,BT BATOK ST 21,25 TO 27,68,Model A,2019,95 years 03 months,95,3,95.25,515000
2022-11,2022,11,BUKIT BATOK,N,3 ROOM,194B,BT BATOK WEST AVE 6,22 TO 24,68,Premium Apartment,2017,93 years 09 months,93,9,93.75,542000
2022-11,2022,11,BUKIT BATOK,N,4 ROOM,292A,BT BATOK EAST AVE 6,07 TO 09,93,Model A,2019,95 years 03 months,95,3,95.25,668000
2022-11,2022,11,BUKIT BATOK,N,4 ROOM,293D,BT BATOK ST 21,31 TO 33,93,Model A,2019,95 years 03 months,95,3,95.25,738000
2022-11,2022,11,BUKIT BATOK,N,4 ROOM,293D,BT BATOK ST 21,28 TO 30,93,Model A,2019,95 years 03 months,95,3,95.25,760888
2022-11,2022,11,BUKIT BATOK,N,4 ROOM,296A,BT BATOK ST 22,04 TO 06,95,Premium Apartment,2018,94 years 05 months,94,5,94.42,705000
2022-11,2022,11,BUKIT BATOK,N,4 ROOM,296C,BT BATOK ST 22,13 TO 15,92,Premium Apartment,2018,94 years 05 months,94,5,94.42,735000
2022-11,2022,11,BUKIT BATOK,N,4 ROOM,194B,BT BATOK WEST AVE 6,01 TO 03,92,Premium Apartment,2017,93 years 09 months,93,9,93.75,610000
2022-11,2022,11,BUKIT BATOK,N,4 ROOM,194A,BT BATOK WEST AVE 6,16 TO 18,92,Premium Apartment,2017,93 years 09 months,93,9,93.75,710000
2022-11,2022,11,BUKIT BATOK,N,4 ROOM,194A,BT BATOK WEST AVE 6,07 TO 09,92,Premium Apartment,2017,93 years 09 months,93,9,93.75,668000
2022-11,2022,11,BUKIT BATOK,N,4 ROOM,194A,BT BATOK WEST AVE 6,10 TO 12,95,Premium Apartment,2017,93 years 09 months,93,9,93.75,680000
2022-11,2022,11,BUKIT BATOK,N,4 ROOM,446A,BT BATOK WEST AVE 8,13 TO 15,92,Model A,2019,95 years 03 months,95,3,95.25,645000
2022-11,2022,11,BUKIT BATOK,N,4 ROOM,448C,BT BATOK WEST AVE 9,16 TO 18,93,Model A,2019,95 years 06 months,95,6,95.5,650000
2022-11,2022,11,BUKIT BATOK,N,4 ROOM,449B,BT BATOK WEST AVE 9,07 TO 09,93,Model A,2019,95 years 05 months,95,5,95.42,640000
2022-11,2022,11,BUKIT BATOK,N,5 ROOM,293C,BT BATOK ST 21,19 TO 21,113,Improved,2019,95 years 03 months,95,3,95.25,868000
2022-11,2022,11,BUKIT BATOK,N,5 ROOM,296A,BT BATOK ST 22,22 TO 24,115,Premium Apartment,2018,94 years 05 months,94,5,94.42,870000
2022-11,2022,11,BUKIT MERAH,Y,3 ROOM,105A,DEPOT RD,13 TO 15,67,Model A,2017,94 years 01 month,94,1,94.08,595000
2022-11,2022,11,BUKIT MERAH,Y,3 ROOM,110A,DEPOT RD,10 TO 12,67,Model A,2017,94 years 01 month,94,1,94.08,620000
2022-11,2022,11,BUKIT MERAH,Y,3 ROOM,96B,HENDERSON RD,10 TO 12,68,Model A,2019,95 years 08 months,95,8,95.67,680000
2022-11,2022,11,BUKIT MERAH,Y,3 ROOM,95A,HENDERSON RD,16 TO 18,68,Model A,2019,95 years 07 months,95,7,95.58,690000
2022-11,2022,11,BUKIT MERAH,Y,3 ROOM,95B,HENDERSON RD,22 TO 24,68,Model A,2019,95 years 07 months,95,7,95.58,728000
2022-11,2022,11,BUKIT MERAH,Y,3 ROOM,95A,HENDERSON RD,19 TO 21,68,Model A,2019,95 years 07 months,95,7,95.58,720000
2022-11,2022,11,BUKIT MERAH,Y,4 ROOM,105A,DEPOT RD,16 TO 18,92,Model A,2017,94 years 01 month,94,1,94.08,833000
2022-11,2022,11,BUKIT MERAH,Y,4 ROOM,70B,TELOK BLANGAH HTS,25 TO 27,93,Model A,2017,93 years 07 months,93,7,93.58,940000
2022-11,2022,11,BUKIT MERAH,Y,4 ROOM,70C,TELOK BLANGAH HTS,22 TO 24,93,Model A,2017,93 years 07 months,93,7,93.58,900000
2022-11,2022,11,BUKIT PANJANG,N,2 ROOM,633D,SENJA RD,16 TO 18,47,Model A,2013,90 years 03 months,90,3,90.25,308000
2022-11,2022,11,BUKIT PANJANG,N,2 ROOM,633D,SENJA RD,22 TO 24,47,2-room,2013,90 years 02 months,90,2,90.17,324000
2022-11,2022,11,BUKIT PANJANG,N,3 ROOM,547C,SEGAR RD,13 TO 15,67,Model A,2015,91 years 10 months,91,10,91.83,420000
2022-11,2022,11,BUKIT PANJANG,N,3 ROOM,548A,SEGAR RD,04 TO 06,67,Model A,2015,92 years 03 months,92,3,92.25,390000
2022-11,2022,11,BUKIT PANJANG,N,3 ROOM,547C,SEGAR RD,04 TO 06,67,Model A,2015,91 years 10 months,91,10,91.83,399000
2022-11,2022,11,BUKIT PANJANG,N,3 ROOM,486,SEGAR RD,04 TO 06,67,Model A,2014,91 years 02 months,91,2,91.17,395000
2022-11,2022,11,BUKIT PANJANG,N,3 ROOM,548A,SEGAR RD,13 TO 15,67,Model A,2015,92 years 02 months,92,2,92.17,420000
2022-11,2022,11,BUKIT PANJANG,N,3 ROOM,636A,SENJA RD,22 TO 24,67,Model A,2015,92 years 01 month,92,1,92.08,426000
2022-11,2022,11,BUKIT PANJANG,N,3 ROOM,633A,SENJA RD,10 TO 12,67,Model A,2013,90 years 02 months,90,2,90.17,430000
2022-11,2022,11,BUKIT PANJANG,N,4 ROOM,550A,SEGAR RD,01 TO 03,92,Model A,2015,92 years 02 months,92,2,92.17,482000
2022-11,2022,11,BUKIT PANJANG,N,4 ROOM,548A,SEGAR RD,01 TO 03,92,Model A,2015,92 years 02 months,92,2,92.17,500000
2022-11,2022,11,BUKIT PANJANG,N,4 ROOM,549B,SEGAR RD,07 TO 09,92,Model A,2015,92 years 02 months,92,2,92.17,518000
2022-11,2022,11,BUKIT PANJANG,N,4 ROOM,633A,SENJA RD,04 TO 06,93,Model A,2013,90 years 02 months,90,2,90.17,510000
2022-11,2022,11,BUKIT PANJANG,N,4 ROOM,636B,SENJA RD,16 TO 18,92,Model A,2015,92 years,92,0,92,551000
2022-11,2022,11,BUKIT PANJANG,N,5 ROOM,443D,FAJAR RD,13 TO 15,113,Improved,2016,93 years 03 months,93,3,93.25,683000
2022-11,2022,11,BUKIT PANJANG,N,5 ROOM,443C,FAJAR RD,07 TO 09,113,Improved,2016,93 years 02 months,93,2,93.17,640000
2022-11,2022,11,BUKIT PANJANG,N,5 ROOM,546C,SEGAR RD,10 TO 12,112,Improved,2015,91 years 10 months,91,10,91.83,660000
2022-11,2022,11,BUKIT PANJANG,N,5 ROOM,547A,SEGAR RD,10 TO 12,112,Improved,2015,91 years 09 months,91,9,91.75,650000
2022-11,2022,11,BUKIT PANJANG,N,5 ROOM,547B,SEGAR RD,13 TO 15,112,Improved,2015,91 years 09 months,91,9,91.75,668888
2022-11,2022,11,BUKIT PANJANG,N,5 ROOM,635B,SENJA RD,16 TO 18,112,Improved,2015,92 years,92,0,92,695000
2022-11,2022,11,CHOA CHU KANG,N,3 ROOM,811B,CHOA CHU KANG AVE 7,04 TO 06,68,Model A,2017,94 years 02 months,94,2,94.17,405000
2022-11,2022,11,CHOA CHU KANG,N,3 ROOM,571,CHOA CHU KANG ST 52,10 TO 12,67,Model A,2015,91 years 03 months,91,3,91.25,430000
2022-11,2022,11,CHOA CHU KANG,N,3 ROOM,801A,KEAT HONG CL,01 TO 03,67,Model A,2018,94 years 05 months,94,5,94.42,397000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,809B,CHOA CHU KANG AVE 1,04 TO 06,92,Model A,2017,93 years 06 months,93,6,93.5,535000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,808D,CHOA CHU KANG AVE 1,04 TO 06,92,Model A,2017,93 years 06 months,93,6,93.5,525000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,818B,CHOA CHU KANG AVE 1,10 TO 12,92,Model A,2017,93 years 11 months,93,11,93.92,568000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,489C,CHOA CHU KANG AVE 5,13 TO 15,93,Model A,2016,92 years 09 months,92,9,92.75,533000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,488B,CHOA CHU KANG AVE 5,10 TO 12,93,Model A,2016,92 years 08 months,92,8,92.67,515000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,489B,CHOA CHU KANG AVE 5,04 TO 06,93,Model A,2016,92 years 08 months,92,8,92.67,510000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,487B,CHOA CHU KANG AVE 5,01 TO 03,93,Model A,2016,92 years 08 months,92,8,92.67,483000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,811A,CHOA CHU KANG AVE 7,10 TO 12,93,Model A,2017,94 years 02 months,94,2,94.17,530000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,810A,CHOA CHU KANG AVE 7,16 TO 18,93,Model A,2017,94 years 02 months,94,2,94.17,540000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,811B,CHOA CHU KANG AVE 7,01 TO 03,93,Model A,2017,94 years 01 month,94,1,94.08,548888
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,810B,CHOA CHU KANG AVE 7,10 TO 12,93,Model A,2017,94 years 01 month,94,1,94.08,536500
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,815A,CHOA CHU KANG AVE 7,01 TO 03,93,Model A,2017,93 years 05 months,93,5,93.42,480000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,805D,KEAT HONG CL,16 TO 18,93,Model A,2017,93 years 08 months,93,8,93.67,566800
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,804A,KEAT HONG CL,13 TO 15,93,Model A,2017,93 years 08 months,93,8,93.67,548888
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,805D,KEAT HONG CL,13 TO 15,93,Model A,2017,93 years 07 months,93,7,93.58,555000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,802B,KEAT HONG CL,04 TO 06,92,Model A,2018,94 years 04 months,94,4,94.33,512000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,804A,KEAT HONG CL,04 TO 06,93,Model A,2017,93 years 07 months,93,7,93.58,515000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,802B,KEAT HONG CL,07 TO 09,92,Model A,2018,94 years 04 months,94,4,94.33,530000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,801C,KEAT HONG CL,10 TO 12,92,Model A,2018,94 years 04 months,94,4,94.33,530000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,805A,KEAT HONG CL,13 TO 15,93,Model A,2017,93 years 07 months,93,7,93.58,545000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,802A,KEAT HONG CL,13 TO 15,92,Model A,2018,94 years 04 months,94,4,94.33,525000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,801D,KEAT HONG CL,07 TO 09,92,Model A,2018,94 years 04 months,94,4,94.33,530000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,816B,KEAT HONG LINK,10 TO 12,92,Model A,2017,94 years,94,0,94,545000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,816B,KEAT HONG LINK,07 TO 09,92,Model A,2017,94 years,94,0,94,540000
2022-11,2022,11,CHOA CHU KANG,N,4 ROOM,816B,KEAT HONG LINK,10 TO 12,92,Model A,2017,93 years 11 months,93,11,93.92,562000
2022-11,2022,11,CHOA CHU KANG,N,5 ROOM,808B,CHOA CHU KANG AVE 1,01 TO 03,112,Improved,2017,93 years 06 months,93,6,93.5,570000
2022-11,2022,11,CHOA CHU KANG,N,5 ROOM,809A,CHOA CHU KANG AVE 1,07 TO 09,112,Improved,2017,93 years 06 months,93,6,93.5,640000
2022-11,2022,11,CHOA CHU KANG,N,5 ROOM,489D,CHOA CHU KANG AVE 5,10 TO 12,113,Improved,2016,92 years 08 months,92,8,92.67,615000
2022-11,2022,11,CHOA CHU KANG,N,5 ROOM,810A,CHOA CHU KANG AVE 7,10 TO 12,113,Improved,2017,94 years 02 months,94,2,94.17,638000
2022-11,2022,11,CHOA CHU KANG,N,5 ROOM,815C,CHOA CHU KANG AVE 7,19 TO 21,113,Improved,2017,93 years 05 months,93,5,93.42,680000
2022-11,2022,11,CHOA CHU KANG,N,5 ROOM,810A,CHOA CHU KANG AVE 7,10 TO 12,113,Improved,2017,94 years 01 month,94,1,94.08,635000
2022-11,2022,11,CHOA CHU KANG,N,5 ROOM,804B,KEAT HONG CL,01 TO 03,113,Improved,2017,93 years 07 months,93,7,93.58,580000
2022-11,2022,11,CHOA CHU KANG,N,5 ROOM,816B,KEAT HONG LINK,10 TO 12,112,Improved,2017,93 years 11 months,93,11,93.92,685888
2022-11,2022,11,CHOA CHU KANG,N,5 ROOM,817A,KEAT HONG LINK,07 TO 09,112,Improved,2017,93 years 11 months,93,11,93.92,675000
2022-11,2022,11,CLEMENTI,Y,3 ROOM,208A,CLEMENTI AVE 6,07 TO 09,68,Model A,2017,94 years 01 month,94,1,94.08,563000
2022-11,2022,11,CLEMENTI,Y,4 ROOM,440B,CLEMENTI AVE 3,25 TO 27,94,Model A,2018,94 years 10 months,94,10,94.83,965000
2022-11,2022,11,CLEMENTI,Y,4 ROOM,312C,CLEMENTI AVE 4,13 TO 15,93,Model A,2017,93 years 10 months,93,10,93.83,870000
2022-11,2022,11,CLEMENTI,Y,4 ROOM,311B,CLEMENTI AVE 4,19 TO 21,80,DBSS,2014,91 years 03 months,91,3,91.25,802000
2022-11,2022,11,CLEMENTI,Y,4 ROOM,311C,CLEMENTI AVE 4,31 TO 33,80,DBSS,2014,91 years 02 months,91,2,91.17,755000
2022-11,2022,11,CLEMENTI,Y,4 ROOM,311A,CLEMENTI AVE 4,25 TO 27,82,DBSS,2014,91 years 02 months,91,2,91.17,858000
2022-11,2022,11,CLEMENTI,Y,4 ROOM,208B,CLEMENTI AVE 6,13 TO 15,93,Model A,2017,94 years,94,0,94,810000
2022-11,2022,11,CLEMENTI,Y,5 ROOM,312B,CLEMENTI AVE 4,34 TO 36,113,Improved,2017,93 years 10 months,93,10,93.83,1180000
2022-11,2022,11,GEYLANG,Y,4 ROOM,18D,CIRCUIT RD,07 TO 09,93,Model A,2016,93 years 01 month,93,1,93.08,810000
2022-11,2022,11,HOUGANG,N,3 ROOM,475A,UPP SERANGOON CRES,04 TO 06,67,DBSS,2014,91 years 01 month,91,1,91.08,523000
2022-11,2022,11,HOUGANG,N,3 ROOM,475A,UPP SERANGOON CRES,04 TO 06,67,DBSS,2014,90 years 11 months,90,11,90.92,500000
2022-11,2022,11,HOUGANG,N,3 ROOM,365D,UPP SERANGOON RD,07 TO 09,67,Model A,2018,94 years 05 months,94,5,94.42,508000
2022-11,2022,11,HOUGANG,N,4 ROOM,987A,BUANGKOK GREEN,04 TO 06,93,Model A,2015,91 years 04 months,91,4,91.33,518000
2022-11,2022,11,HOUGANG,N,4 ROOM,987C,BUANGKOK GREEN,13 TO 15,93,Model A,2015,91 years 04 months,91,4,91.33,590888
2022-11,2022,11,HOUGANG,N,4 ROOM,987C,BUANGKOK GREEN,07 TO 09,93,Model A,2015,91 years 04 months,91,4,91.33,520000
2022-11,2022,11,HOUGANG,N,4 ROOM,376C,HOUGANG ST 32,07 TO 09,92,Model A,2016,92 years 05 months,92,5,92.42,628000
2022-11,2022,11,HOUGANG,N,4 ROOM,376A,HOUGANG ST 32,04 TO 06,92,Model A,2016,92 years 05 months,92,5,92.42,568000
2022-11,2022,11,HOUGANG,N,4 ROOM,473C,UPP SERANGOON CRES,01 TO 03,93,Model A,2017,93 years 09 months,93,9,93.75,555000
2022-11,2022,11,HOUGANG,N,4 ROOM,473D,UPP SERANGOON CRES,04 TO 06,93,Model A,2017,93 years 09 months,93,9,93.75,540000
2022-11,2022,11,HOUGANG,N,4 ROOM,475C,UPP SERANGOON CRES,04 TO 06,92,DBSS,2014,90 years 11 months,90,11,90.92,660000
2022-11,2022,11,HOUGANG,N,4 ROOM,471B,UPP SERANGOON CRES,01 TO 03,92,Model A,2015,91 years 07 months,91,7,91.58,538000
2022-11,2022,11,HOUGANG,N,4 ROOM,471A,UPP SERANGOON CRES,04 TO 06,92,Model A,2015,91 years 07 months,91,7,91.58,550000
2022-11,2022,11,HOUGANG,N,4 ROOM,471A,UPP SERANGOON CRES,13 TO 15,92,Model A,2015,91 years 07 months,91,7,91.58,588000
2022-11,2022,11,HOUGANG,N,4 ROOM,365C,UPP SERANGOON RD,04 TO 06,92,Model A,2018,94 years 04 months,94,4,94.33,698000
2022-11,2022,11,HOUGANG,N,4 ROOM,365C,UPP SERANGOON RD,10 TO 12,92,Model A,2018,94 years 03 months,94,3,94.25,715000
2022-11,2022,11,HOUGANG,N,4 ROOM,476C,UPP SERANGOON VIEW,10 TO 12,95,Premium Apartment,2016,92 years 05 months,92,5,92.42,720000
2022-11,2022,11,HOUGANG,N,5 ROOM,473D,UPP SERANGOON CRES,04 TO 06,113,Improved,2017,93 years 08 months,93,8,93.67,727000
2022-11,2022,11,HOUGANG,N,5 ROOM,470C,UPP SERANGOON CRES,16 TO 18,112,Improved,2015,91 years 07 months,91,7,91.58,800000
2022-11,2022,11,HOUGANG,N,5 ROOM,477B,UPP SERANGOON VIEW,13 TO 15,112,Premium Apartment,2016,92 years 06 months,92,6,92.5,840000
2022-11,2022,11,JURONG EAST,N,4 ROOM,57,TEBAN GDNS RD,22 TO 24,92,Model A,2016,93 years 02 months,93,2,93.17,572888
2022-11,2022,11,JURONG EAST,N,4 ROOM,57,TEBAN GDNS RD,16 TO 18,92,Model A,2016,93 years 02 months,93,2,93.17,565000
2022-11,2022,11,JURONG WEST,N,2 ROOM,180A,BOON LAY DR,13 TO 15,47,Model A,2014,90 years 07 months,90,7,90.58,307000
2022-11,2022,11,JURONG WEST,N,2 ROOM,560A,JURONG WEST ST 42,04 TO 06,47,Model A,2018,94 years 04 months,94,4,94.33,330000
2022-11,2022,11,JURONG WEST,N,3 ROOM,216B,BOON LAY AVE,04 TO 06,68,Model A,2018,94 years 09 months,94,9,94.75,425000
2022-11,2022,11,JURONG WEST,N,3 ROOM,180A,BOON LAY DR,10 TO 12,68,Model A,2014,90 years 07 months,90,7,90.58,428000
2022-11,2022,11,JURONG WEST,N,3 ROOM,697A,JURONG WEST CTRL 3,01 TO 03,68,Model A,2017,94 years 01 month,94,1,94.08,430000
2022-11,2022,11,JURONG WEST,N,4 ROOM,697A,JURONG WEST CTRL 3,07 TO 09,93,Model A,2017,94 years,94,0,94,643000
2022-11,2022,11,JURONG WEST,N,4 ROOM,561B,JURONG WEST ST 42,10 TO 12,93,Model A,2018,94 years 04 months,94,4,94.33,596500
2022-11,2022,11,JURONG WEST,N,4 ROOM,138D,YUAN CHING RD,19 TO 21,89,DBSS,2014,91 years,91,0,91,688888
2022-11,2022,11,JURONG WEST,N,4 ROOM,138D,YUAN CHING RD,10 TO 12,91,DBSS,2014,90 years 11 months,90,11,90.92,680000
2022-11,2022,11,JURONG WEST,N,4 ROOM,138D,YUAN CHING RD,19 TO 21,89,DBSS,2014,90 years 11 months,90,11,90.92,690000
2022-11,2022,11,JURONG WEST,N,4 ROOM,165B,YUNG KUANG RD,13 TO 15,93,Model A,2018,95 years,95,0,95,568000
2022-11,2022,11,JURONG WEST,N,4 ROOM,165B,YUNG KUANG RD,07 TO 09,93,Model A,2018,95 years,95,0,95,530000
2022-11,2022,11,JURONG WEST,N,4 ROOM,165B,YUNG KUANG RD,10 TO 12,93,Model A,2018,95 years,95,0,95,555000
2022-11,2022,11,JURONG WEST,N,4 ROOM,166B,YUNG KUANG RD,13 TO 15,93,Model A,2018,95 years,95,0,95,550000
2022-11,2022,11,JURONG WEST,N,4 ROOM,166A,YUNG KUANG RD,10 TO 12,93,Model A,2018,95 years,95,0,95,560000
2022-11,2022,11,JURONG WEST,N,4 ROOM,175C,YUNG KUANG RD,16 TO 18,93,Premium Apartment,2015,91 years 07 months,91,7,91.58,570000
2022-11,2022,11,JURONG WEST,N,5 ROOM,218A,BOON LAY AVE,04 TO 06,114,Improved,2018,94 years 10 months,94,10,94.83,663000
2022-11,2022,11,JURONG WEST,N,5 ROOM,183D,BOON LAY AVE,01 TO 03,112,Improved,2015,91 years 04 months,91,4,91.33,575000
2022-11,2022,11,JURONG WEST,N,5 ROOM,217A,BOON LAY AVE,04 TO 06,114,Improved,2018,94 years 09 months,94,9,94.75,636888
2022-11,2022,11,JURONG WEST,N,5 ROOM,183B,BOON LAY AVE,10 TO 12,112,Improved,2015,91 years 03 months,91,3,91.25,660000
2022-11,2022,11,JURONG WEST,N,5 ROOM,218C,BOON LAY AVE,13 TO 15,114,Improved,2018,94 years 09 months,94,9,94.75,715000
2022-11,2022,11,JURONG WEST,N,5 ROOM,183B,BOON LAY AVE,04 TO 06,112,Improved,2015,91 years 03 months,91,3,91.25,640000
2022-11,2022,11,JURONG WEST,N,5 ROOM,196B,BOON LAY DR,13 TO 15,113,Improved,2015,91 years 06 months,91,6,91.5,730000
2022-11,2022,11,JURONG WEST,N,5 ROOM,165B,YUNG KUANG RD,16 TO 18,113,Improved,2018,95 years 01 month,95,1,95.08,711000
2022-11,2022,11,JURONG WEST,N,5 ROOM,165B,YUNG KUANG RD,04 TO 06,113,Improved,2018,95 years,95,0,95,718000
2022-11,2022,11,KALLANG/WHAMPOA,Y,3 ROOM,10C,BENDEMEER RD,10 TO 12,68,Model A,2017,94 years 02 months,94,2,94.17,678888
2022-11,2022,11,KALLANG/WHAMPOA,Y,3 ROOM,10A,BENDEMEER RD,31 TO 33,68,Model A,2017,94 years 02 months,94,2,94.17,720888
